username,date,retweets,favorites,text,hashtags
laptoptravel,2017-09-12 17:35,0,0,#VirginAmerica Booking & Check-In Experience on Mobile App & Website - Part of My 2017 #Alaska #Mega #MileageRun https:// buff.ly/2vTpdF3 pic.twitter.com/o7IXQvyTd4,#VirginAmerica #Alaska #Mega #MileageRun
cszjd,2017-09-12 17:22,0,0,"@VirginAmerica . Best. Airline. Ever. #VirginAmerica (Please don't screw this up, @AlaskaAir . We're all counting on you.) pic.twitter.com/iPurAMnmAT",#VirginAmerica
PeterLorimer,2017-09-12 15:54,1,3,Sad to say but I will never fly #americanairlines again. Worst customer service ever. I knew I should have flown #virginamerica Shame.,#americanairlines #virginamerica
melwoon,2017-09-12 14:46,0,0,Have fun and be safe in Orlando Mick and Tim B.!!! #VirginAmerica … https://www. instagram.com/p/BY85b74gdBWz RRwvWgEyI8wU-4SYYBGo3SjsbU0/ …,#VirginAmerica
AviacionVEN,2017-09-12 14:01,0,0,Airbus A700 (A320+A380) - #virginamerica #koreanair #a320 #a320200 #a320lovers #a320family … https://www. instagram.com/p/BY80SYMA5_M/,#virginamerica #koreanair #a320 #a320200 #a320lovers #a320family
ArielSacote,2017-09-12 13:10,0,0,TAKE FLIGHT | #SFO to #MCO (via #AUS ) #virginamerica #PAtraveladventures #BoundforWDW #disney … https://www. instagram.com/p/BY8udwjlOPO/,#SFO #MCO #AUS #virginamerica #PAtraveladventures #BoundforWDW #disney
coma24,2017-09-12 12:45,0,5,The #virginamerica IFE pulls no punches. Pressure's on! pic.twitter.com/6mZ0OOmj2A,#virginamerica
MilesDeals,2017-09-12 12:42,0,0,[VX] New York / Newark - San Francisco / Los Angeles (and vice versa) $256 r/t. travel #VirginAmerica #LosAngeles https:// milesreport.com/us/los-angeles /deals#t12954 …,#VirginAmerica #LosAngeles #t12954
MilesDeals,2017-09-12 12:42,0,0,[VX] Los Angeles - Philadelphia (and vice versa) $256 r/t. travel #VirginAmerica #LosAngeles https:// milesreport.com/us/los-angeles /deals#t12953 …,#VirginAmerica #LosAngeles #t12953
coma24,2017-09-12 12:13,0,4,Love the IFE system on #virginamerica . Cabin announcements mercifully short and direct. I have a new favorite airplane. pic.twitter.com/SjB35TBapQ,#virginamerica
MilesDeals,2017-09-12 00:00,0,0,New Virgin America Web Fares – $49 LAX to SFO GYLW #VirginAmericaflight #VirginAmerica https:// milesreport.com/airports/lax/d eals#t12945 …,#VirginAmericaflight #VirginAmerica #t12945
kerrykeith,2017-09-11 17:18,0,0,#morningsunrise #aviation #dia #virginamerica #vx virgin #kerrykeith #kerrywkeithphotography … https://www. instagram.com/p/BY6mEc7lnRa/,#morningsunrise #aviation #dia #virginamerica #vx #kerrykeith #kerrywkeithphotography
kerrykeith,2017-09-11 17:04,0,0,#morningsunrise #aviation #dia #virginamerica #vx virgin #kerrykeith #kerrywkeithphotography … https://www. instagram.com/p/BY6kbB2F0wr/,#morningsunrise #aviation #dia #virginamerica #vx #kerrykeith #kerrywkeithphotography
anitahart,2017-09-10 23:44,0,1,Ice and colored lights #travel #airplane #virginamerica #airtravel #drink #gingerale #ice … https://www. instagram.com/p/BY4tZsZgv_L/,#travel #airplane #virginamerica #airtravel #drink #gingerale #ice
flydealfare,2017-09-10 22:17,0,0,"#VirginAmerica Reviews, #BaggagePolicies , & Specific Allowances! #AirlineReviews http:// blog.flydealfare.com/virgin-america -reviews-baggage-policies-specific-allowances/ … pic.twitter.com/uBY9ZrMfVT",#VirginAmerica #BaggagePolicies #AirlineReviews
kokenes,2017-09-10 12:07,0,0,"Made it to LAX in record time, now I'm 90 minutes early! I love #virginamerica but why are… https://www. instagram.com/p/BY3dvNHlouZ/",#virginamerica
hollyfulger,2017-09-10 09:39,0,0,I'm off....almost!! #nyc #nyfw #thbd #virginamerica #nyfw2017 … https://www. instagram.com/p/BY3MwNMgz6m/,#nyc #nyfw #thbd #virginamerica #nyfw2017
ttravel_agency,2017-09-10 07:18,0,0,#VirginAmerica Alaska Air : to webcast presentation at Cowen's 10th annual Global Transportat... Read more: http:// owler.us/adeVrN $ VA,#VirginAmerica
MollyChomaPhoto,2017-09-10 02:18,0,2,Natasha The Secret Life of Virgins #thesecretlifeofvirgins • • • • • #virginamerica … https://www. instagram.com/p/BY2aCUPDHjR/,#thesecretlifeofvirgins #virginamerica
ttravel_agency,2017-09-09 20:56,0,0,#VirginAmerica Nashville lands a new airline (and more West Coast access). Read more: http:// owler.us/adfwjv $ VA,#VirginAmerica
ttravel_agency,2017-09-09 20:56,0,0,#VirginAmerica Nashville lands a new airline (and more West Coast access). Read more: http:// owler.us/adfwju $ VA,#VirginAmerica
ChadJamesSpeaks,2017-09-09 20:47,0,1,Virgin America to begin daily flights between Nashville and San Francisco http://www. tennessean.com/story/money/in dustries/2017/09/01/virgin-america-begin-daily-flights-between-nashville-and-san-francisco/625398001/ … #VirginAmerica #BNA #Nashville,#VirginAmerica #BNA #Nashville
laptoptravel,2017-09-09 17:15,0,0,My #VirginAmerica Booking & Check-In Experience on Mobile App & Website - All Part of My #Alaska #Mega #MileageRun https:// buff.ly/2eSQbWi pic.twitter.com/KiyWeUCyEw,#VirginAmerica #Alaska #Mega #MileageRun
DaleGodboldo,2017-09-09 10:05,1,2,"Rise and grind! See ya in a minute, #NewYork . #virginamerica https://www. instagram.com/p/BY0q_Zdn6YA/",#NewYork #virginamerica
MusubiMaster,2017-09-09 03:06,0,0,Spent 45 minutes discussing this and you wouldn't budge. How will calling back help? #virginamerica #airlinesbehavingbadly #wastemytime,#virginamerica #airlinesbehavingbadly #wastemytime
MusubiMaster,2017-09-09 02:58,0,0,Took my miles for tickets and decided to cancel my booking to charge lots more. #virginamerica #ripoff #screenshotsdontlie pic.twitter.com/DchTbFaK6N,#virginamerica #ripoff #screenshotsdontlie
MusubiMaster,2017-09-09 02:46,0,0,"had an error when booking a flight using miles and when I immediately re-booked, it was double the miles. What a rip off! #virginamerica",#virginamerica
cx3xc,2017-09-09 02:36,0,0,"@VirginAmerica make sure #alex @your #SF ticketing booth gets recognized,hes good people and was courteous but srsly #virginamerica wtf?2/2",#alex #SF #virginamerica
kevinkoerner,2017-09-08 23:34,0,2,Nothing better on a Friday night than a Virgin America flight to Palm Springs! #virginamerica #vx4evr — traveling... http:// fb.me/zcNZQ9E6,#virginamerica #vx4evr
Sunanda_EF,2017-09-08 22:11,0,0,No update as yet and no offer for Interim Expense ... Day #3 #LostLuggage #Etihad #VirginAmerica #bagsmissing,#3 #LostLuggage #Etihad #VirginAmerica #bagsmissing
mermaidrhea,2017-09-08 21:50,0,0,New fave filter. #workingtheRON #virginamerica @Denver International Airport https://www. instagram.com/p/BYzW4CJgNVv/,#workingtheRON #virginamerica
savesaydotcom,2017-09-08 19:15,0,0,Get top #virginamerica coupons : 10% Off. Expires Soon https://www. savesay.com/stores/virgina merica.com/ …,#virginamerica
erichooten,2017-09-08 18:00,0,2,Something strange outside my window. #virginamerica #lasangeles #airplane #ufo @City of Los… https://www. instagram.com/p/BYy8dawF1Rs/,#virginamerica #lasangeles #airplane #ufo
doug_picirillo,2017-09-08 13:33,3,2,#VirginAmerica A320-214 at #LAX #planespotting #instaplane #aviation #avgeek http:// ift.tt/2wP1LWR pic.twitter.com/I2JIXvCoXT,#VirginAmerica #LAX #planespotting #instaplane #aviation #avgeek
fairheadrealtor,2017-09-08 12:05,0,0,This is exciting! Nashville lands a new airline! #virginamerica https://www. bizjournals.com/nashville/news /2017/09/01/nashville-lands-a-new-airline-andmore-west-coast.html … via @nashvillebiz,#virginamerica
lauriegalis,2017-09-08 10:41,1,11,Happy retirement Captain Steve. Thank you for giving our girl the honor of flying with you. ORD-SFO #virginamerica pic.twitter.com/9RP7Ke0SYu,#virginamerica
DinaraRLT,2017-09-08 00:29,0,0,just landed #virginamerica #la #losangeles #california #cali I hope I will come back soon … https://www. instagram.com/p/BYxEQcqhOyy/,#virginamerica #la #losangeles #california #cali
lauriegalis,2017-09-07 23:07,0,1,#virginamerica #flight1232 LAX-ORD Sep 7th #greatcrew #rockin 'pilots pic.twitter.com/CsPuidFTYt,#virginamerica #flight1232 #greatcrew #rockin
FlyGlobeHopper,2017-09-07 22:28,0,0,Fly #VirginAmerica nonstop from #Chicago to #SanFrancisco starting from $90 ow http:// bit.ly/2gL4tsE #ORD #cheapflights #travelbloggers pic.twitter.com/zlRbsCIj12,#VirginAmerica #Chicago #SanFrancisco #ORD #cheapflights #travelbloggers
CouponRiseCom,2017-09-07 19:51,0,0,Check new #Virginamerica promo code: 10% Off. Expires Soon http:// couponrise.com/stores/virgina merica-com/ …,#Virginamerica
aykaiyi,2017-09-07 19:24,0,2,Same plane. How do I know? Same broken seat. First class seat 2A should've been fixed a week ago. Horrible! #jfktolax #virginamerica,#jfktolax #virginamerica
BodyByBond,2017-09-07 16:55,0,0,Artisan cheese plate! My go to on flight why did I just tell everyone that.?! don't sell out of it! #virginamerica,#virginamerica
cherry_LA,2017-09-07 14:42,0,0,Cheese plate ask me something hard #cheeseplate #artisan #VirginAmerica pic.twitter.com/ZJ1MhDIpPS,#cheeseplate #artisan #VirginAmerica
lwsantiago,2017-09-07 03:19,0,0,#surprise #lastminute #HNL trip #crewlife #virginamerica #iamalaska #honolulu the rock… https://www. instagram.com/p/BYuy4tkAt08/,#surprise #lastminute #HNL #crewlife #virginamerica #iamalaska #honolulu
josheac,2017-09-06 22:04,0,1,"Yet another bad experience with @AlaskaAir . Seat change from row 10 to last row, no notification. Best you can do? Missing #virginamerica",#virginamerica
join_asterisk,2017-09-06 21:05,0,0,Cannabis advertisers start targeting you while you are high in the sky #cannabis #advertising #virginamerica sky http:// ow.ly/42DM30eY8Fi,#cannabis #advertising #virginamerica
anaya_sup,2017-09-06 19:52,0,1,Head in the clouds. #alohabitches #kbgetmauied #virginamerica #timetravel #cloudporn @Kahului… https://www. instagram.com/p/BYt_kxrlxe-/,#alohabitches #kbgetmauied #virginamerica #timetravel #cloudporn
ONeill_Justin,2017-09-06 11:41,0,0,A woman reading the newspaper for the weather is sitting next to a hipster in a tanktop. #virginamerica #SFO2NYC,#virginamerica #SFO2NYC
sml_los_angeles,2017-09-05 23:40,0,0,Technician - Aircraft Maintenance - LAX #LosAngeles #LosAngelesCA #VirginAmerica http:// dlvr.it/Pl4R3p #jobsearch #hiring,#LosAngeles #LosAngelesCA #VirginAmerica #jobsearch #hiring
JetLagGeorge,2017-09-05 21:21,0,0,Ayup... #alaskaairlines #virginamerica @Terminal 3 - Los Angeles International Airport https://www. instagram.com/p/BYrlIZqh_w_/,#alaskaairlines #virginamerica
JetLagGeorge,2017-09-05 21:00,0,0,I'm gunna miss these guys... #lax #virginamerica @In-N-Out Burger https://www. instagram.com/p/BYrinPSB2gJ/,#lax #virginamerica
FlyGlobeHopper,2017-09-05 18:11,0,0,Fly #VirginAmerica nonstop from #Chicago to #SanFrancisco starting from $90 ow http:// bit.ly/2gL4tsE #ORD #cheapflights #travelblog pic.twitter.com/cyliVbia6R,#VirginAmerica #Chicago #SanFrancisco #ORD #cheapflights #travelblog
AlisGroup,2017-09-05 17:25,0,1,#Cannabis #advertising aboard #VirginAmerica ! #marijuana #flight #virginair #wikileaf #america #alis http://www. dopemagazine.com/cannabis-adver tising-at-39000-feet/ …,#Cannabis #advertising #VirginAmerica #marijuana #flight #virginair #wikileaf #america #alis
AlisGroup,2017-09-05 16:01,0,2,#Cannabis #advertising takes the friendly skies! #marijuana #flight #virginair #wikileaf #VirginAmerica #marketing http://www. dopemagazine.com/cannabis-adver tising-at-39000-feet/ …,#Cannabis #advertising #marijuana #flight #virginair #wikileaf #VirginAmerica #marketing
hotdamnfamily,2017-09-05 13:47,0,0,#stoner #SnoopDogg #news #virginamerica #dope https:// twitter.com/SnoopDogg/stat us/905119616250200064 …,#stoner #SnoopDogg #news #virginamerica #dope
BLAMM_O910,2017-09-05 12:32,0,1,"#lax once again struggling. #virginamerica is absolutely crawling but they have Kendrick playing at high volume so all's well, right?",#lax #virginamerica
claudiadolph,2017-09-05 11:19,0,0,Leaving #Dallas ! See ya next time! #byeTexas #HellofireinBurbank #whataburger #VirginAmerica … https://www. instagram.com/p/BYqgRgLhBkM/,#Dallas #byeTexas #HellofireinBurbank #whataburger #VirginAmerica
EndersonMirand6,2017-09-05 09:52,0,0,Nice job #Nashville #BNA launching #britishairways direct flight to London and #virginamerica direct flight to #SFO https://www. bizjournals.com/nashville/news /2017/09/01/nashville-lands-a-new-airline-andmore-west-coast.html?ana=e_me_set1&s=newsletter&ed=2017-09-05&u=yiDSwyf9PZohxC8%2BnqAVfA0c53b95d&t=1504619202&j=78783981 …,#Nashville #BNA #britishairways #virginamerica #SFO
Aviationizer,2017-09-04 12:52,0,0,#VirginAmerica Legacy: #AlaskaPartners With #SingaporeAirlines - TravelUpdate http:// aviation.trendolizer.com/2017/09/virgin -america-legacy-alaska-partners-with-singapore-airlines---travelupdate.html … pic.twitter.com/Ko8ZDWzlvg,#VirginAmerica #AlaskaPartners #SingaporeAirlines
djdojah,2017-09-03 23:45,0,0,back to the bay #virginamerica @San Francisco International Airport https://www. instagram.com/p/BYmsCutgqAL/,#virginamerica
eddiekim32,2017-09-03 22:59,0,1,#virginamerica ...horrible way to end a trip. At least put on a smile and make an effort to help passengers that are waiting for luggage,#virginamerica
eddiekim32,2017-09-03 22:58,0,0,#virginamerica . a hour later. still waiting for my bags.apparently got lost 2 times.customer service don't seem to care track down the bags pic.twitter.com/Xbqlsym6i6,#virginamerica
thegaymagneto,2017-09-03 15:35,0,0,Thank you West Virginia! BTW-I really dig #VirginAmerica and #WashingtonDulles,#VirginAmerica #WashingtonDulles
shirini714,2017-09-03 14:48,0,1,Dolly all the way @dolly715 #whitelimousine #virginamerica https:// twitter.com/virginamerica/ status/904403626042560512 …,#whitelimousine #virginamerica
astrologerdevin,2017-09-03 11:07,0,0,Fun ambiance #virginamerica #mist #purple @San Diego International Airport https://www. instagram.com/p/BYlVNfVH7IY/,#virginamerica #mist #purple
TannerIsTheName,2017-09-02 17:57,0,9,"If I'm Dancing, it's because I'm on my way to see @britneyspears !!! @VirginAmerica #LasVegas , here we come! #virginamerica #IflyAlaska pic.twitter.com/cUPMuRSQVj",#LasVegas #virginamerica #IflyAlaska
Supercalitex,2017-09-02 16:57,0,0,"#virginamerica charges you for the pet fee but no one bothered to inform that pets are considered ""personal items"" SO I CHECKED CARRYONS",#virginamerica
Supercalitex,2017-09-02 16:55,0,0,#virginamerica is the worst airline on earth. Traumatized my cats and me after I dotted every i. Misinformation on phone and at #gate,#virginamerica #gate
Supercalitex,2017-09-02 16:55,1,0,#virginamerica I asked for extra help on phone and at gate and my flight was threatened! Moving cross-country #badcustomerservice,#virginamerica #badcustomerservice
Supercalitex,2017-09-02 16:55,0,0,That I confirmed 4 times when agent on phone #virginamerica that I was allowed 2 personal 2 carry on some because I bought extra seat!!,#virginamerica
Supercalitex,2017-09-02 16:53,0,0,"#virginamerica gate agent was not helpful, she was punitive!! I want answers @virginamerica #worstflight #horriblecustomerservice",#virginamerica #worstflight #horriblecustomerservice
Supercalitex,2017-09-02 16:53,0,0,#virginamerica @virginamerica you forced me to dump my cat out his carrier onto the ground at check-in $! Then removed again at TSA!,#virginamerica
Supercalitex,2017-09-02 16:53,0,0,#virginamerica my cat was so traumatized after all this unnecessary and unannounced removals that he crapped in his carrier on the flight!,#virginamerica
Supercalitex,2017-09-02 16:52,0,0,First #virginamerica mislead about #travelingwithpets when booked then make me buy another seat and still made me buy xtra carrier because,#virginamerica #travelingwithpets
miles_report,2017-09-02 08:06,0,0,Virgin America to begin daily flights between Nashville and San Francisco #VirginAmerica #SanFrancisco https:// milesreport.com/us/san-francis co/news#t12421 …,#VirginAmerica #SanFrancisco #t12421
sometimesisland,2017-09-01 19:48,0,0,we are ready for the yoga class on the plane #virginamerica pic.twitter.com/rwwm75Zpk8,#virginamerica
Seatfrog,2017-09-01 19:00,2,1,#Photographer captures the secrets of the #VirginAmerica crew.. http:// tandl.me/2x8YIZ8 #AVgeek #travel #airline pic.twitter.com/qeLdMPwxr8,#Photographer #VirginAmerica #AVgeek #travel #airline
J_LaCroix,2017-09-01 18:10,0,3,Anyone else notice how #VirginAmerica on-time status has taken a complete nose-dive since the #AlaskaAirlines acquisition?,#VirginAmerica #AlaskaAirlines
awsgeek,2017-09-01 10:43,0,0,#VirginAmerica offering $1000 vouchers for travelers willing to take a later flight from SFO to DCA today. To bad I'm on my way to PDX.,#VirginAmerica
Typhoon_Tyler,2017-09-01 02:13,0,0,#IntoTheStorm #naturesbeauty #thunderstorm #flyby #seattle #virginamerica pic.twitter.com/20YMtfQDeF,#IntoTheStorm #naturesbeauty #thunderstorm #flyby #seattle #virginamerica
MollyChomaPhoto,2017-08-31 21:03,0,2,Evelyn + Katie The Secret Life of Virgins #thesecretlifeofvirgins • • • • • #virginamerica … https://www. instagram.com/p/BYerCJEjQ86/,#thesecretlifeofvirgins #virginamerica
JuliaWaneka,2017-08-31 20:02,0,0,My PSA to #virginamerica Elevate Members would be to not roll over points. Booking & travelling as @VirginAmerica is better than @AlaskaAir,#virginamerica
WAMgirl,2017-08-31 19:18,0,0,love #virginamerica #fun #travel #airlines #BEST #WEST #team #alaska https:// vimeo.com/231932334?ref= fb-share …,#virginamerica #fun #travel #airlines #BEST #WEST #team #alaska
ExtraProMedia,2017-08-31 13:58,0,1,@virginamerica @alaskanairlines are foul for how expensive the horribly slow wifi is on a 4.5hr flight. They can do us better #virginamerica pic.twitter.com/BOLYxcl6g5,#virginamerica
ChadJamesSpeaks,2017-08-31 12:17,0,1,Alaska Airlines and Virgin America Customers Are Getting New Amenities https://www. fool.com/investing/2017 /08/27/alaska-airlines-and-virgin-america-customers-are-g.aspx … #VirginAmerica #AlaskaAirlines,#VirginAmerica #AlaskaAirlines
deltaoriver,2017-08-31 10:46,0,0,#VirginAmerica sure seems to have gone downhill ever since #alaskaairlines bought them. None of their systems or apps seem to work.,#VirginAmerica #alaskaairlines
thegaymagneto,2017-08-31 09:44,0,0,Amish dude on a plane. It's that kinda day. #VirginAmerica #brotherMarksWedding,#VirginAmerica #brotherMarksWedding
Crewiser,2017-08-30 22:22,0,2,From @theadventuresofjetjustin http:// bit.ly/2rxUSbk Category is... #virgincrew #virginamerica #endangeredspecies #whilesupplieslast #ti … pic.twitter.com/sC6s8LAli8,#virgincrew #virginamerica #endangeredspecies #whilesupplieslast #ti
fpalacioso,2017-08-30 20:31,0,0,#VirginAmerica deja de existir pronto. Un legado de #RichardBranson #MarketingTurístico http:// bit.ly/2o2UYpG pic.twitter.com/UHyVTUNhAD,#VirginAmerica #RichardBranson #MarketingTur
axelsang,2017-08-30 13:30,0,1,The 2 best parts of a trip to Vegas is the flight there and the flight home. #VirginAmerica,#VirginAmerica
Aviationizer,2017-08-30 11:39,0,0,#SingaporeAirlines expands #VirginAmerica codeshare to Alaska Airlines #ALASKAAIRLINES #AlaskaAirGroup http:// aviation.trendolizer.com/2017/08/singap ore-airlines-expands-virgin-america-codeshare-to-alaska-airlines.html … pic.twitter.com/g4HOQef0ir,#SingaporeAirlines #VirginAmerica #ALASKAAIRLINES #AlaskaAirGroup
Mzl007,2017-08-30 10:48,0,1,Why don't airlines offer a 1 time free flight out if needed? It's a total tax write via charitable cause? #virginamerica #Southwwest ?,#virginamerica #Southwwest
davidfransen1,2017-08-30 10:39,0,0,Trip keeps getting better. Lol #vegas #las #mccarren #tsa #virginamerica https://www. instagram.com/p/BYa-1ekAVs-/,#vegas #las #mccarren #tsa #virginamerica
TheSmokingNews,2017-08-29 21:51,0,0,#VirginAmerica #CEODanNelson #VirginAmerica http://www. dopemagazine.com/cannabis-adver tising-at-39000-feet/ …,#VirginAmerica #CEODanNelson #VirginAmerica
sullivan_erin1,2017-08-29 20:10,0,0,Going off of my previous tweets- so interesting to read the #virginamerica tweets from others #seriousfrustrations #digcom,#virginamerica #seriousfrustrations #digcom
sullivan_erin1,2017-08-29 20:06,0,0,Super annoyed that #virginamerica is officially alaska airlines between LGA & DAL. No more entertainment center :( http:// bit.ly/2iycHEE,#virginamerica
MilaFairfax,2017-08-29 19:13,0,0,"#virginamerica flight attendant accidentally tapped passenger foot hanging out in aisle, apologized sincerely, asked if hurt. Nicely done.",#virginamerica
lwsantiago,2017-08-29 17:26,0,0,#crewlife #layover in #lasvegas #workhardplayhard #sanfrancisco based crew #sfo #virginamerica … https://www. instagram.com/p/BYZIsplgtLL/,#crewlife #layover #lasvegas #workhardplayhard #sanfrancisco #sfo #virginamerica
lookupfare,2017-08-29 16:01,0,0,Where have you flown to with #VirginAmerica this year? : @VirginAmerica pic.twitter.com/7i7YgcHooA,#VirginAmerica
AWRebels,2017-08-29 15:56,0,0,That's the in-flight seat to seat texting platform. Thx #virginamerica,#virginamerica
lwsantiago,2017-08-29 12:29,0,3,#whathappensinvegas you #post on #social #media #crewlife #crewfie #virginamerica #iamalaska … https://www. instagram.com/p/BYYmp4Fgwpf/,#whathappensinvegas #post #social #media #crewlife #crewfie #virginamerica #iamalaska
Mel_Statlander,2017-08-28 21:36,0,0,Literally all I can smell is wine... and maybe phlegm. #redwine #virginamerica #njbound,#redwine #virginamerica #njbound
Mel_Statlander,2017-08-28 21:34,0,0,Wine girl is also hacking up a lung. Super. Can't wait to catch that. At least I am not next to her. #virginamerica #coveryourmouth,#virginamerica #coveryourmouth
Mel_Statlander,2017-08-28 21:31,0,0,Chick in front of me on my flight spilled her 2nd mini of red wine all over the place. Woman next to her is NOT happy. #virginamerica,#virginamerica
Jason_B_Lewis,2017-08-28 18:42,0,0,#VirginAmerica How do I reach a live human being in Customer Service?,#VirginAmerica
ianmsantos,2017-08-28 17:57,0,0,#VirginAmerica #VX #VXFLL #FLL #Rain @virginamerica @Fort Lauderdale-Hollywood International… https://www. instagram.com/p/BYWndnbBnDH/,#VirginAmerica #VX #VXFLL #FLL #Rain
MilesHelman,2017-08-28 14:23,1,0,Abuse of the system? Just a coincidence? #VirginAmerica #JFK One way 2#Mumbai @AnnCoulter @michellemalkin @IngrahamAngle @seanhannity pic.twitter.com/ry6PAbleGg,#VirginAmerica #JFK #Mumbai
AshleyJoy_RN,2017-08-28 10:41,0,0,#sad #virginamerica https:// twitter.com/anntran_/statu s/902178591265484800 …,#sad #virginamerica
davidfransen1,2017-08-28 00:25,0,0,Made it to SF... now to Vegas! #virginamerica #sfo #sf #california #vegas #work @San Francisco… https://www. instagram.com/p/BYUvDgXgJOX/,#virginamerica #sfo #sf #california #vegas #work
MarinaLBlandino,2017-08-27 21:50,0,1,Made it back safe and sound from Hawaii with everything but one bag. #nevertake #virginamerica #terribleservice #lostmybag #atleastwesafe,#nevertake #virginamerica #terribleservice #lostmybag #atleastwesafe
davidfransen1,2017-08-27 20:37,0,0,"They're fogging us out, too!? Not good! #virginamerica #lovefield #dallas #texas https://www. instagram.com/p/BYUU5okArvj/",#virginamerica #lovefield #dallas #texas
IndusAlelia,2017-08-27 16:50,0,1,I always rave about how awesome #VirginAmerica is... but not today! I paid extra for 4E but now have to sit in 16B. #MiddleSeat >_< gross!,#VirginAmerica #MiddleSeat
davidfransen1,2017-08-27 16:14,0,0,Now it's raining with lightening!? Ugh #hurricaneharvey #lovefield #dallas #texas #virginamerica … https://www. instagram.com/p/BYT2yneATOI/,#hurricaneharvey #lovefield #dallas #texas #virginamerica
davidfransen1,2017-08-27 16:10,0,0,Love... but what a maze for nobody here. Lol #lovefield #dallas #texas #virginamerica @Dallas… https://www. instagram.com/p/BYT2bhUArde/,#lovefield #dallas #texas #virginamerica
Joshua_Caldwell,2017-08-27 10:14,0,2,On my way home again. #peaceoutlosangeles #lax #iphonography #fog #earlymorning #virginamerica http:// ift.tt/2vAipar pic.twitter.com/jgJwrDnvLw,#peaceoutlosangeles #lax #iphonography #fog #earlymorning #virginamerica
G0tMeat,2017-08-26 14:22,0,1,Smooth travels with #virginamerica unlike @united there was functioning wifi & entertainment on… https://www. instagram.com/p/BYRFOnGHXEW/,#virginamerica
farmdwg,2017-08-26 12:40,0,0,We’ve already got ours and we use it every year. Cancun here we come. #virginamerica,#virginamerica
akosisavvy,2017-08-25 21:50,0,0,Really hoping I get a call from #VirginAmerica,#VirginAmerica
Quimby101,2017-08-25 18:49,0,0,#virginamerica when r u releasing schedule past April 2018? Need to book OGG asap https:// twitter.com/VirginAmerica/ status/901172329430044672 …,#virginamerica
JohnnyRayGill,2017-08-25 18:40,1,10,Also I slept like a champ cuz seat reclined AND they gave me that blind fold thingie folks wear to bed in white movies #VirginAmerica,#VirginAmerica
billybicepz,2017-08-25 16:44,0,0,#VirginAmerica flight time pic.twitter.com/zj5qjkNmCT,#VirginAmerica
Jdynsadoctor,2017-08-25 16:17,0,0,Welp here we go. #vx #virginamerica #virginamericateammate #vxforever #iamalaska … https://www. instagram.com/p/BYOtk-yAV3f/,#vx #virginamerica #virginamericateammate #vxforever #iamalaska
boldcursive,2017-08-25 05:20,0,0,I wish i would of rescheduled my flight @VirginAmerica #mauitosf #longestflightofmylife #virginamerica #secondtolastflightever,#mauitosf #longestflightofmylife #virginamerica #secondtolastflightever
JoanieBys,2017-08-24 23:27,0,0,Forget U #alaskaairlines . U screwed up #virginamerica . I just booked #SouthwestAirlines,#alaskaairlines #virginamerica #SouthwestAirlines
freashstart,2017-08-24 21:14,0,0,Home for the next 3 hours #VirginAmerica #@Seattle-Tacoma… https://www. instagram.com/p/BYMqvrmFP70I _eGijQsXzcCFslnJlJ5chotrMc0/ …,#VirginAmerica #
Mccujo,2017-08-24 18:42,0,0,Age is just a number... #expired #theworks #8itneway #virginamerica #alaskaair https://www. instagram.com/p/BYMZY35npKI/,#expired #theworks #8itneway #virginamerica #alaskaair
WAMgirl,2017-08-24 15:57,0,0,#love #travel #tranquility #dowhatmakesyoursoulsing #happy #positive #airlines #virginamerica https:// twitter.com/TravelLeisure/ status/900783293712433152 …,#love #travel #tranquility #dowhatmakesyoursoulsing #happy #positive #airlines #virginamerica
maKAHLILimutin,2017-08-24 11:18,0,0,"Stars, Stripes, Skies #virginamerica http:// ift.tt/2g8vxBx pic.twitter.com/A1Z2ariNgT",#virginamerica
lwsantiago,2017-08-24 08:00,0,0,#lastdaycurse #delayed out on #EWR #Newark #sanfrancisco #sfo #crew #virginamerica #iamalaska … https://www. instagram.com/p/BYLP6mNgh9O/,#lastdaycurse #delayed #EWR #Newark #sanfrancisco #sfo #crew #virginamerica #iamalaska
Aviationizer,2017-08-24 07:21,0,0,Soft Launch of Main Cabin Select Upgrades for #Alaska Airlines Elites #ALASKAAIRLINES #VirginAmerica http:// aviation.trendolizer.com/2017/08/soft-l aunch-of-main-cabin-select-upgrades-for-alaska-airlines-elites.html … pic.twitter.com/qbBZWHTt74,#Alaska #ALASKAAIRLINES #VirginAmerica
MilesDeals,2017-08-24 00:00,0,0,Seattle to Los Angeles and vice versa for $86 round trip nonstop [Alaska/Virgin America] #VirginAmerica #Seattle https:// milesreport.com/us/seattle/dea ls#t11822 …,#VirginAmerica #Seattle #t11822
betitos,2017-08-23 22:55,0,0,"15, 7 and 3 minutes apart #sunset #virginamerica #photosfromthewing #alaskaair @Seattle,… https://www. instagram.com/p/BYKRiwgAmra/",#sunset #virginamerica #photosfromthewing #alaskaair
merv,2017-08-23 22:04,0,3,"Tight connection to airport and #virginamerica comes through again - wheelchair, security, gate. Thanks, guys!",#virginamerica
1socialtourist,2017-08-23 18:03,0,0,Flight Attendant's Photography Shows a Side of Virgin America Passengers Rarely See https:// buff.ly/2vmMudA #goodbye #airline #virginamerica pic.twitter.com/bNFeM2C9bW,#goodbye #airline #virginamerica
